Company Name,Rating,Reviews,Domain,Location,Bad Review,Review Count,Salary Count,Interview Count,Job Count,Benefit Count,Photo Count
Diversey India Hygiene,3.9,117,,,"Job Security, Company Culture, Work Life Balance",117,628,9,--,21,--
Oxane Partners,3.1,117,Financial Services,Gurugram +2 other locations,Job Security,117,1.3k,33,37,5,--
NovelVox Softwares India Pvt. Ltd.,4.3,117,IT Services & Consulting,Faridabad +6 other locations,"Company Culture, Skill Development, Work Life Balance",117,474,30,--,9,11
Total IT Global,3.7,117,IT Services & Consulting,New Delhi +5 other locations,Promotions,117,650,17,9,7,--
Shreeja Mahila Milk Producer Company,4.2,117,Food Processing,Tirupati +18 other locations,"Company Culture, Work Life Balance, Work Satisfaction",117,310,7,2,18,--
Oxane Partners,3.1,117,Financial Services,Gurugram +2 other locations,Job Security,117,1.3k,33,37,5,--
Orient Fashions,3.9,117,Fashion & Textile,New Delhi +5 other locations,"Work Life Balance, Job Security",117,416,3,--,13,--
M.P. State Electronics Development Corporation,3.6,117,,,"Promotions, Job Security, Salary",117,497,8,1,1,--
Relinns Technologies,4.5,117,IT Services & Consulting,Sahibzada Ajit Singh Nagar +5 other locations,"Company Culture, Skill Development, Work Satisfaction",117,175,20,42,1,1.2k
Total IT Global,3.7,117,IT Services & Consulting,New Delhi +5 other locations,Promotions,117,650,17,9,7,--
Pinnacle Life Science,3.6,117,,,"Promotions, Company Culture, Work Life Balance",117,590,6,7,5,--
Simeio Solutions,3.7,117,IT Services & Consulting,Bengaluru +5 other locations,"Skill Development, Work Life Balance",117,867,8,11,13,--
Trimed Solutions India,3.6,117,Medical Equipment,Hyderabad +11 other locations,"Promotions, Job Security, Salary",117,271,7,9,16,5
Encore Healthcare,3.6,117,Pharma,Chhatrapati Sambhajinagar +12 other locations,"Promotions, Salary, Company Culture",117,379,1,4,3,--
First Quantum Minerals,4.2,116,Metals & Mining,Lusaka +2 other locations,Work Life Balance,116,26,14,--,23,2
Ujaas Energy,3.5,116,Power,Indore +17 other locations,"Promotions, Company Culture, Skill Development",116,317,2,--,9,--
Tolaram Group,4.1,116,FMCG,Lagos +8 other locations,"Salary, Work Satisfaction, Job Security",116,256,6,--,7,--
Central Electronics,3.8,116,Government,Ghaziabad +8 other locations,"Job Security, Promotions, Skill Development",116,557,7,--,10,--
Bajaj Allianz Staffing Solutions,3.7,116,Recruitment,Pune +39 other locations,Company Culture,116,368,2,--,8,--
Radiant Polymers,4.1,116,Petrochemicals,Ahmedabad +15 other locations,"Company Culture, Work Life Balance, Job Security",116,536,7,--,11,2
Velvex,3.7,116,,,Job Security,116,445,15,--,4,--
Mavrix,3.4,116,Analytics & KPO,Ahmedabad +7 other locations,"Promotions, Work Satisfaction, Skill Development",116,346,9,--,5,--
Parekh Group,3.8,116,Logistics,Mumbai +26 other locations,"Job Security, Salary, Work Life Balance",116,642,6,4,6,--
E2E Networks,3.0,116,Hardware & Networking,New Delhi +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction",116,526,12,10,21,14
Omni Net Technologies,4.0,116,IT Services & Consulting,Lucknow +5 other locations,Salary,116,360,15,2,5,--
Maybright Ventures,3.5,116,FinTech,Kolkata +2 other locations,"Work Life Balance, Promotions, Salary",116,439,10,28,12,6
Trend Technologies,3.9,116,,,"Salary, Job Security, Skill Development",116,462,13,--,13,1
Techversant Infotech,3.5,116,IT Services & Consulting,Thiruvananthapuram +4 other locations,"Salary, Promotions, Skill Development",116,559,15,17,6,1
Indus Health Plus,3.4,116,Fitness & Wellness,Pune +17 other locations,"Promotions, Salary, Work Satisfaction",116,445,5,5,17,--
ADG Online Solutions,2.3,116,,,"Company Culture, Work Satisfaction, Job Security",116,538,6,6,1,--
RNS Motors,3.4,116,Automobile,Bengaluru +10 other locations,"Job Security, Promotions, Salary",116,445,6,2,6,1
Hotel Sahara Star,3.9,116,Hospitality,Mumbai +4 other locations,"Company Culture, Work Life Balance, Job Security",116,395,2,10,16,--
Lexmark International,3.9,116,IT Services & Consulting,Kolkata +3 other locations,"Work Life Balance, Company Culture, Salary",116,705,10,--,11,--
Axis Risk Consulting Services,3.4,116,,,"Salary, Promotions, Work Satisfaction",116,714,6,--,6,--
R K Construction,4.1,116,Engineering & Construction,Jamshedpur +42 other locations,"Work Life Balance, Work Satisfaction, Job Security",116,583,5,--,7,--
Netradyne Technology,3.1,116,Software Product,Bengaluru +4 other locations,"Promotions, Work Life Balance, Work Satisfaction",116,964,8,48,3,--
VST Motors,3.8,116,Automobile,Chennai +17 other locations,"Work Life Balance, Skill Development",116,477,7,13,6,--
PhillipCapital,3.4,116,Financial Services,Mumbai +8 other locations,"Promotions, Skill Development, Work Satisfaction",116,827,8,5,3,--
Dream India Schools,3.7,116,Education & Training,Lucknow +39 other locations,Work Life Balance,116,256,7,--,15,--
Forever 21,3.8,117,Fashion & Textile,New Delhi +24 other locations,"Promotions, Work Life Balance, Work Satisfaction",117,239,2,--,11,--
Hamad Medical Corporation,4.0,116,Healthcare,Doha +6 other locations,Work Life Balance,116,245,5,--,18,--
MAMTA Health Institute for Mother and child,4.2,116,Healthcare,New Delhi +40 other locations,"Skill Development, Company Culture, Work Life Balance",116,279,3,--,14,--
GGK Technologies,3.8,116,IT Services & Consulting,Hyderabad +2 other locations,"Skill Development, Job Security, Work Satisfaction",116,799,3,--,29,6
Hard Rock Cafe,4.3,116,Hospitality,Bengaluru +16 other locations,"Work Life Balance, Skill Development, Company Culture",116,377,4,--,17,--
Hard Rock Cafe,4.3,116,Hospitality,Bengaluru +16 other locations,"Work Life Balance, Skill Development, Company Culture",116,377,4,--,17,--
Central Electronics,3.8,116,Government,Ghaziabad +8 other locations,"Job Security, Promotions, Skill Development",116,557,7,--,10,--
Securitrans India,4.0,116,Financial Services,New Delhi +42 other locations,"Work Life Balance, Job Security",116,343,8,--,13,--
Bajaj Allianz Staffing Solutions,3.7,116,Recruitment,Pune +39 other locations,Company Culture,116,368,2,--,8,--
The Good Glamm Group,3.1,116,IT Services & Consulting,New Delhi +10 other locations,"Job Security, Promotions, Skill Development",116,628,7,--,1,--
Radiant Polymers,4.1,116,Petrochemicals,Ahmedabad +15 other locations,"Company Culture, Work Life Balance, Job Security",116,536,7,--,11,2
Mavrix,3.4,116,Analytics & KPO,Ahmedabad +7 other locations,"Promotions, Work Satisfaction, Skill Development",116,346,9,--,5,--
Velvex,3.7,116,,,Job Security,116,445,15,--,4,--
Parekh Group,3.8,116,Logistics,Mumbai +26 other locations,"Job Security, Salary, Work Life Balance",116,642,6,4,6,--
Jaycee Punching Solution,4.0,116,Electronics Manufacturing,Faridabad +17 other locations,"Work Life Balance, Company Culture, Work Satisfaction",116,430,4,--,8,--
Srmb Steel,3.5,116,Iron & Steel,Kolkata +22 other locations,"Promotions, Company Culture, Skill Development",116,390,9,--,6,--
Room to Read,3.7,116,Non-Profit,New Delhi +25 other locations,Salary,116,297,13,32,11,12
Voltas Beko Home Appliances,3.7,116,,,Job Security,116,499,14,--,6,--
Tecno Mobile,3.8,116,Consumer Electronics & Appliances,Noida +58 other locations,"Promotions, Job Security, Salary",116,334,12,--,16,--
Lexmark International,3.9,116,IT Services & Consulting,Kolkata +3 other locations,"Work Life Balance, Company Culture, Salary",116,705,10,--,11,--
ADG Online Solutions,2.3,116,,,"Company Culture, Work Satisfaction, Job Security",116,538,6,6,1,--
Indus Health Plus,3.4,116,Fitness & Wellness,Pune +17 other locations,"Promotions, Salary, Work Satisfaction",116,445,5,5,17,--
Techversant Infotech,3.5,116,IT Services & Consulting,Thiruvananthapuram +4 other locations,"Salary, Promotions, Skill Development",116,559,15,17,6,1
Velan Info Services,3.5,116,IT Services & Consulting,Coimbatore +2 other locations,"Promotions, Salary, Company Culture",116,436,10,10,13,--
Coldex Logistics,3.1,116,Logistics,New Delhi +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",116,550,5,--,5,--
Tupperware,3.6,116,Retail,Dehradun +17 other locations,"Company Culture, Work Life Balance",116,518,6,--,14,--
Teaching at home,4.4,116,Design,New Delhi +39 other locations,"Skill Development, Company Culture, Work Life Balance",116,805,25,--,6,--
Loylty Rewardz Mngt,3.7,116,Software Product,Mumbai +7 other locations,"Work Life Balance, Job Security",116,968,13,--,7,--
RNS Motors,3.4,116,Automobile,Bengaluru +10 other locations,"Job Security, Promotions, Salary",116,445,6,2,6,1
PVR PROJECTS,3.6,116,Engineering & Construction,Hyderabad +11 other locations,Salary,116,431,13,2,10,4
PhillipCapital,3.4,116,Financial Services,Mumbai +8 other locations,"Promotions, Skill Development, Work Satisfaction",116,827,8,5,3,--
VST Motors,3.8,116,Automobile,Chennai +17 other locations,"Work Life Balance, Skill Development",116,477,7,13,6,--
Indication Instruments,3.8,116,Auto Components,Faridabad +3 other locations,"Work Life Balance, Job Security",116,547,6,3,3,--
Finicity,3.6,116,Financial Services,Mumbai +3 other locations,Salary,116,717,10,33,12,--
Udaan Express,4.3,116,,,"Skill Development, Salary, Work Life Balance",116,207,7,--,9,--
Lalbaba Engineering Limited,3.2,116,Industrial Machinery,Kolkata +5 other locations,"Promotions, Company Culture, Work Satisfaction",116,355,16,35,12,15
Gimatex Industries,3.3,116,Fashion & Textile,Nagpur +10 other locations,"Promotions, Salary, Work Satisfaction",116,538,5,3,5,--
Choksi Laboratories,2.9,116,Pharma,Indore +7 other locations,"Job Security, Company Culture, Work Satisfaction",116,485,3,4,7,--
Nureca Limited,4.2,116,Medical Equipment,Chandigarh +16 other locations,"Work Life Balance, Salary, Work Satisfaction",116,417,10,2,1,22
Central Board of Secondary Education,4.3,116,Government,New Delhi +41 other locations,"Work Life Balance, Skill Development, Company Culture",116,551,5,--,8,--
AMR INDIA,4.1,116,Engineering & Construction,Hyderabad +17 other locations,"Skill Development, Company Culture, Work Life Balance",116,478,14,2,10,--
Resmed,4.2,116,Software Product,Bengaluru +11 other locations,"Work Life Balance, Salary, Company Culture",116,668,28,12,12,34
Prodocs Solutions,3.4,116,,,"Promotions, Salary, Company Culture",116,319,13,3,--,--
Waah Jobs,4.2,116,Internet,Mumbai +18 other locations,"Work Life Balance, Salary, Work Satisfaction",116,451,7,--,16,--
Assurance Intl Limited,2.8,116,Auto Components,Gurugram +24 other locations,"Job Security, Company Culture, Work Satisfaction",116,300,8,45,3,11
Apollo Global Management,3.2,116,Banking,Mumbai +7 other locations,Salary,116,948,13,36,8,--
Advanz Pharma,4.0,116,Pharma,Mumbai +3 other locations,"Company Culture, Work Life Balance, Salary",116,476,9,4,7,--
Resmed,4.2,116,Software Product,Bengaluru +11 other locations,"Work Life Balance, Salary, Company Culture",116,668,28,12,12,34
Shindengen,3.7,116,Semiconductors,Bengaluru +4 other locations,"Promotions, Work Satisfaction",116,587,6,6,6,--
Privi Life Sciences,3.5,116,Agriculture,Mumbai +26 other locations,"Promotions, Salary, Company Culture",116,456,4,--,5,--
6Sense,3.5,116,Software Product,Bengaluru +2 other locations,Salary,116,645,15,--,38,--
Gammastack,2.5,116,IT Services & Consulting,Indore +5 other locations,"Promotions, Company Culture, Work Satisfaction",116,765,37,33,2,--
Adarsh Group,4.5,116,,,"Work Life Balance, Company Culture, Work Satisfaction",116,623,1,--,2,--
SAP Ariba,3.6,116,Software Product,Bengaluru +4 other locations,"Promotions, Skill Development, Work Satisfaction",116,952,3,--,16,--
Media NV,4.5,116,,,"Work Life Balance, Company Culture, Work Satisfaction",116,116,48,3,2,--
The Walt Disney Company,4.2,116,Media & Entertainment,Mumbai +15 other locations,"Company Culture, Work Life Balance, Work Satisfaction",116,1.1k,13,2,13,--
ADA Tech Solutions Private Limited,3.7,116,BPO,Pune +6 other locations,"Promotions, Job Security, Salary",116,336,10,107,1,11
Maharashtra State Power Generation Company,4.2,115,Power,Nagpur +17 other locations,"Job Security, Salary, Company Culture",115,221,--,--,9,--
Quampetence Business Solutions,3.1,115,BPO,Gurugram +1 other locations,"Promotions, Salary, Work Life Balance",115,372,4,3,10,--
Agile Capital Services,2.5,115,,,"Salary, Job Security, Promotions",115,69,18,--,1,--
Piscesia Power Transmission,4.5,115,Power,Noida +7 other locations,"Work Life Balance, Company Culture, Work Satisfaction",115,68,1,--,3,--
Finnew Solutions,4.2,115,FinTech,Bengaluru +30 other locations,"Work Life Balance, Salary, Skill Development",115,493,1,7,6,--
Exl Technosolutions,3.8,115,IT Services & Consulting,New Delhi +10 other locations,Job Security,115,925,6,--,3,--
Coastal Projects,3.9,115,Engineering & Construction,Hyderabad +17 other locations,"Work Life Balance, Company Culture, Promotions",115,299,6,--,22,--
Han River Technology,3.4,115,IT Services & Consulting,Kolkata +3 other locations,"Job Security, Promotions, Salary",115,307,5,10,10,--
Vibrant Infocom,2.7,115,Other,Kolkata +6 other locations,"Salary, Promotions, Work Satisfaction",115,291,9,1,4,1
Unimark Remedies,3.6,115,Pharma,Vapi +11 other locations,"Promotions, Company Culture, Job Security",115,343,6,--,13,--
Shriji Polymers,3.9,115,Packaging,Ujjain +8 other locations,"Company Culture, Work Life Balance, Job Security",115,477,7,9,8,--
JSS Medical Research,3.0,115,Clinical Research,New Delhi +16 other locations,"Company Culture, Promotions, Job Security",115,508,16,2,8,8
Accordion (India),2.8,115,Management Consulting,Hyderabad,"Work Life Balance, Company Culture, Work Satisfaction",115,765,18,41,2,29
Onsurity Technologies,2.3,115,Insurance,Bengaluru +6 other locations,"Job Security, Promotions, Company Culture",115,705,16,9,15,--
Saudi Arabian Airlines,4.0,115,Aviation,Mumbai +17 other locations,"Job Security, Skill Development, Work Life Balance",115,272,5,--,8,--
TechBlocks,3.2,115,IT Services & Consulting,Hyderabad +7 other locations,"Job Security, Promotions, Work Life Balance",115,584,19,50,1,--
Freshers Universe,4.2,115,IT Services & Consulting,Bengaluru +24 other locations,"Job Security, Company Culture, Work Life Balance",115,577,20,--,6,--
Madhu Silica,3.8,115,Metals & Mining,Bhavnagar +1 other locations,Job Security,115,564,8,13,8,--
Vasu Healthcare,4.1,115,Healthcare,Vadodara +20 other locations,"Company Culture, Work Life Balance, Job Security",115,513,2,2,7,2
Guru Amardass International,3.5,115,Electronics Manufacturing,Noida +8 other locations,"Job Security, Company Culture, Promotions",115,349,7,4,8,1
Techjays,4.3,115,IT Services & Consulting,Coimbatore +2 other locations,"Company Culture, Skill Development, Work Satisfaction",115,243,21,--,42,8
Rishita Developers,4.0,115,Real Estate,Lucknow +3 other locations,"Job Security, Salary, Company Culture",115,401,5,--,12,--
Hemmersbach,3.1,115,IT Services & Consulting,Bengaluru +8 other locations,"Promotions, Job Security, Skill Development",115,577,11,14,9,--
Mondee,3.3,115,Internet,Hyderabad +6 other locations,"Promotions, Job Security, Company Culture",115,430,5,3,2,13
Arco Lab,4.2,115,Pharma,Bengaluru +6 other locations,"Job Security, Skill Development, Company Culture",115,1.2k,14,20,9,--
SONATRACH,3.5,115,Oil & Gas,New Delhi +3 other locations,"Promotions, Salary, Work Satisfaction",115,47,6,--,21,--
Maharashtra State Power Generation Company,4.2,115,Power,Nagpur +17 other locations,"Job Security, Salary, Company Culture",115,221,--,--,9,--
TEJRAJ PROMOTERS & BUILDERS,4.4,115,Real Estate,Pune +1 other locations,"Skill Development, Salary, Work Satisfaction",115,120,33,43,1,2
Citizens Specialty Hospital,4.3,115,Healthcare,Hyderabad +8 other locations,"Company Culture, Work Life Balance, Job Security",115,365,--,13,12,10
Onsurity Technologies,2.3,115,Insurance,Bengaluru +6 other locations,"Job Security, Promotions, Company Culture",115,705,16,9,15,--
RETAIL HUB SOLUTIONS,4.3,115,Retail,Mumbai +38 other locations,"Company Culture, Work Life Balance, Work Satisfaction",115,235,7,--,9,--
Xitadel CAE Technologies,3.4,115,Analytics & KPO,Bengaluru +4 other locations,"Promotions, Salary, Work Satisfaction",115,452,12,7,20,--
JSS Medical Research,3.0,115,Clinical Research,New Delhi +16 other locations,"Company Culture, Promotions, Job Security",115,508,16,2,8,8
Accordion (India),2.8,115,Management Consulting,Hyderabad,"Work Life Balance, Company Culture, Work Satisfaction",115,765,18,41,2,29
Madhu Silica,3.8,115,Metals & Mining,Bhavnagar +1 other locations,Job Security,115,564,8,13,8,--
Hemmersbach,3.1,115,IT Services & Consulting,Bengaluru +8 other locations,"Promotions, Job Security, Skill Development",115,577,11,14,9,--
AccioJob,3.5,115,EdTech,Gurugram +12 other locations,"Job Security, Promotions, Company Culture",115,374,54,12,1,--
